id_num,Term,Tuition,Fee,Room,Meal,All_Charges,Gordon_Gift,Gordon_Unfunded_Gift,Gordon_Funded_Gift,Loans,Total_Gift,TR,Tot_aid,TF_Net_price,Tot_Net_price,Remain_All_Aid_Applied,Current_Balance
50224392,SP2023 ,13500,550,5150,2325,21525,5750,5750,0,13052,5750,0,18802,8300,15775,2723,631.48
50224392,SP2024 ,14750,600,NULL,NULL,15350,3968,3968,0,10537,5830,0,16367,9520,9520,-1017,631.48
50221424,FA2021 ,12625,500,4580,2110,19815,6750,6750,0,0,10500,0,10500,2625,9315,9315,0
50225770,FA2022 ,13005,515,4810,2220,20550,6500,6500,0,NULL,6500,0,6500,7020,14050,14050,0
50225770,FA2023 ,13500,550,4000,2325,20375,7500,6500,1000,NULL,7500,0,7500,6550,12875,12875,0
50225770,FA2024 ,14750,600,4200,2450,22000,6500,6500,0,NULL,6500,0,6500,8850,15500,15500,0
50225770,SP2022 ,13005,515,4810,2220,20550,6500,6500,0,NULL,6500,0,6500,7020,14050,14050,0
50225770,SP2023 ,13500,550,4000,2325,20375,7500,6500,1000,NULL,7500,0,7500,6550,12875,12875,0
50225770,SP2024 ,14750,600,4200,2450,22000,6500,6500,0,NULL,6500,0,6500,8850,15500,15500,0
50215514,FA2021 ,12625,500,4580,2110,19815,4875,4875,0,15617,6375,0,21992,6750,13440,-2177,0
50215514,FA2022 ,13005,515,4610,1140,19270,4375,4375,0,13389,4375,0,17764,9145,14895,1506,0
50215514,FA2023 ,13500,550,4550,2325,20925,4375,4375,0,18126,4375,0,22501,9675,16550,-1576,0
50215514,SP2021 ,12625,500,4580,2110,19815,4875,4875,0,15189,4875,0,20064,8250,14940,-249,0
50215514,SP2022 ,13005,515,4610,1140,19270,4375,4375,0,16725,4375,0,21100,9145,14895,-1830,0
50215514,SP2023 ,13500,550,5440,1200,20690,4375,4375,0,15251,4375,0,19626,9675,16315,1064,0
50217311,FA2021 ,12625,500,4580,2110,19815,3975,3975,0,16467,5475,0,21942,7650,14340,-2127,0
50217311,FA2022 ,13005,515,4610,1140,19270,3975,3975,0,15650,3975,0,19625,9545,15295,-355,0
50217311,FA2023 ,13500,550,4550,2325,20925,3975,3975,0,16915,3975,0,20890,10075,16950,35,0
50217311,SP2021 ,12625,500,4580,2110,19815,3975,3975,0,15682,3975,0,19657,9150,15840,158,0
50217311,SP2022 ,3580,NULL,NULL,NULL,3580,0,0,0,3995,0,0,3995,3580,3580,-415,0
50228466,FA2023 ,13500,550,4560,2325,20935,8200,8200,0,13791,8200,0,21991,5850,12735,-1056,0
50228466,FA2024 ,14750,600,4200,2450,22000,8200,6500,1700,13863,8200,0,22063,7150,13800,-63,0
50228466,SP2023 ,13500,550,4560,2325,20935,8200,8200,0,13171,8200,0,21371,5850,12735,-436,0
50228466,SP2024 ,14750,600,4200,2450,22000,8200,6500,1700,13963,8200,0,22163,7150,13800,-163,0
50230471,FA2023 ,1940,NULL,NULL,NULL,1940,0,0,0,NULL,0,0,0,1940,1940,1940,0
50212170,FA2021 ,12625,500,3740,2110,18975,8925,5425,3500,NULL,10425,0,10425,2700,8550,8550,4139.16
50212170,FA2022 ,13850,515,4260,2220,20845,10425,5425,5000,NULL,10425,0,10425,3940,10420,10420,4139.16
50212170,SP2021 ,12625,500,3740,2110,18975,8925,5425,3500,NULL,8925,0,8925,4200,10050,10050,4139.16
50212170,SP2022 ,13850,515,4260,1140,19765,6925,5425,1500,NULL,6925,0,6925,7440,12840,12840,4139.16
50231776,FA2024 ,14750,600,4200,2680,22230,8500,8000,500,2750,8500,0,11250,6850,13730,10980,0
50231776,SP2024 ,14750,600,4200,2450,22000,8500,8000,500,2750,8500,0,11250,6850,13500,10750,0
50216345,FA2021 ,12625,500,3740,2110,18975,4425,4425,0,2750,5925,0,8675,7200,13050,10300,120
50216345,FA2022 ,13005,515,4380,2220,20120,4425,4425,0,3250,4425,0,7675,9095,15695,12445,120
50216345,FA2023 ,13500,550,5150,2325,21525,4425,4425,0,NULL,4425,0,4425,9625,17100,17100,120
50216345,FA2024 ,14750,600,4780,2450,22580,4425,1800,2625,3750,4425,0,8175,10925,18155,14405,120
50216345,SP2021 ,12625,500,3740,2110,18975,4425,4425,0,2750,4425,0,7175,8700,14550,11800,120
50216345,SP2022 ,13005,515,4380,2220,20120,4425,4425,0,3250,4425,0,7675,9095,15695,12445,120
50216345,SP2023 ,13500,550,5150,2325,21525,4425,4425,0,NULL,4425,0,4425,9625,17100,17100,120
50216345,SP2024 ,14750,600,4780,2450,22580,4425,1800,2625,0,4425,0,4425,10925,18155,18155,120
50233711,FA2024 ,14750,600,NULL,NULL,15350,5520,5520,0,2750,5520,0,8270,9830,9830,7080,15
50233711,SP2024 ,14750,600,NULL,NULL,15350,5520,5520,0,2750,5520,0,8270,9830,9830,7080,15
50209390,FA2021 ,12625,500,3740,1080,17945,1925,1925,0,3750,2925,0,6675,10200,15020,11270,0
50209390,FA2022 ,13005,6590,6590,NULL,19595,1000,1000,0,3750,1000,0,4750,18595,18595,14845,0
50209390,SP2021 ,12625,500,3740,1080,17945,1925,1925,0,3750,1925,0,5675,11200,16020,12270,0
50209390,SP2022 ,13005,515,4610,1140,19270,1925,1925,0,3750,1925,0,5675,11595,17345,13595,0
50231793,FA2024 ,14750,600,4790,2450,22590,9450,9450,0,15017,9450,0,24467,5900,13140,-1877,-1
50231793,SP2024 ,14750,600,4790,2450,22590,9450,9450,0,14089,9450,0,23539,5900,13140,-949,-1
50221401,FA2021 ,12625,500,3740,2550,19415,7500,7500,0,2750,7500,0,10250,5625,11915,9165,0
50221401,FA2022 ,13005,515,3855,2690,20065,7000,7000,0,NULL,10855,0,10855,2665,9210,9210,0
50221401,FA2023 ,13500,550,4560,1200,19810,7000,7000,0,NULL,9000,0,9000,5050,10810,10810,0
50221401,FA2024 ,14750,600,5030,1270,21650,9000,7000,2000,NULL,9000,0,9000,6350,12650,12650,0
50221401,SP2021 ,12625,500,3740,2550,19415,7500,7500,0,2750,7500,0,10250,5625,11915,9165,0
50221401,SP2022 ,13005,515,3855,2690,20065,7000,7000,0,NULL,10855,0,10855,2665,9210,9210,0
50221401,SP2023 ,13500,550,4560,1200,19810,7000,7000,0,NULL,9000,0,9000,5050,10810,10810,0
50212599,FA2021 ,12625,500,4270,1080,18475,11175,5450,5725,NULL,14545,0,14545,-1420,3930,3930,150
50212599,SP2021 ,12625,500,4270,NULL,17395,9175,5450,3725,NULL,11045,0,11045,2080,6350,6350,150
50218465,FA2021 ,12625,500,3740,2110,18975,7925,7925,0,2750,13448,0,16198,-323,5527,2777,0
50218465,FA2022 ,13005,515,3855,2220,19595,7925,7925,0,3750,12273,0,16023,1247,7322,3572,0
50218465,FA2023 ,13500,550,4790,1200,20040,8825,8825,0,3750,12523,0,16273,1527,7517,3767,0
50218465,SP2021 ,12625,500,3740,2110,18975,7925,7925,0,2750,11447,0,14197,1678,7528,4778,0
50218465,SP2022 ,13005,515,3855,2220,19595,7925,7925,0,3750,12272,0,16022,1248,7323,3573,0
50218465,SP2023 ,13500,550,4790,1200,20040,8825,8825,0,3750,12522,0,16272,1528,7518,3768,0
50221221,FA2021 ,12625,500,4580,2110,19815,7150,7150,0,14575,8150,0,22725,4975,11665,-2910,0
50221221,FA2022 ,13005,515,4810,2220,20550,6650,6650,0,18779,6650,0,25429,6870,13900,-4879,0
50221221,FA2023 ,13500,550,4790,NULL,18840,6650,5000,1650,12750,7822,0,20572,6228,11018,-1732,0
50221221,SP2021 ,12625,500,4580,2110,19815,7150,7150,0,13282,7150,0,20432,5975,12665,-617,0
50221221,SP2022 ,13005,515,4810,2220,20550,6650,6650,0,15721,6650,0,22371,6870,13900,-1821,0
50221221,SP2023 ,13500,550,4790,NULL,18840,6650,5000,1650,12750,7822,0,20572,6228,11018,-1732,0
50228443,FA2023 ,13500,550,5150,2325,21525,5000,5000,0,16171,6573,0,22744,7477,14952,-1219,0
50228443,FA2024 ,14750,600,5410,2450,23210,5973,5973,0,17550,5973,0,23523,9377,17237,-313,0
50228443,SP2023 ,13500,550,5150,2325,21525,5000,5000,0,15329,6572,0,21901,7478,14953,-376,0
50228443,SP2024 ,14750,600,5410,2450,23210,5972,5972,0,17550,5972,0,23522,9378,17238,-312,0
50219157,FA2021 ,12625,500,NULL,NULL,13125,1425,0,1425,3750,2925,0,6675,10200,10200,6450,0
50219157,SP2021 ,3470,NULL,NULL,NULL,3470,0,0,0,3750,0,0,3750,3470,3470,-280,0
50226532,FA2023 ,1940,NULL,NULL,NULL,1940,0,0,0,NULL,0,0,0,1940,1940,1940,0
50228791,FA2023 ,13500,550,4560,2325,20935,5000,5000,0,6000,5000,0,11000,9050,15935,9935,6225.66
50228791,FA2024 ,14750,600,4790,2450,22590,5000,5000,0,3250,5370,0,8620,9980,17220,13970,6225.66
50228791,SP2023 ,13500,550,4560,2325,20935,5000,5000,0,6000,5000,0,11000,9050,15935,9935,6225.66
50228791,SP2024 ,14750,600,4790,2450,22590,5000,5000,0,3250,5370,0,8620,9980,17220,13970,6225.66
50231885,FA2024 ,14750,600,4200,2450,22000,8750,8750,0,2750,12448,0,15198,2902,9552,6802,315.5
50205799,FA2021 ,12625,6350,6350,NULL,18975,5000,0,5000,3750,11348,0,15098,7627,7627,3877,0
50205799,SP2021 ,12625,500,4270,1080,18475,1125,1125,0,9750,6932,0,16682,6193,11543,1793,0
50226179,FA2022 ,13005,515,4810,2690,21020,5500,5500,0,2750,5500,0,8250,8020,15520,12770,5960.66
50226179,FA2023 ,13500,550,4000,2325,20375,5500,5500,0,0,5500,0,5500,8550,14875,14875,5960.66
50226179,FA2024 ,14750,600,5410,2450,23210,5500,5500,0,NULL,5500,0,5500,9850,17710,17710,5960.66
50226179,SP2022 ,13005,515,4810,2220,20550,5500,5500,0,2750,5500,0,8250,8020,15050,12300,5960.66
50226179,SP2024 ,14750,600,5410,2450,23210,5500,5500,0,NULL,5500,0,5500,9850,17710,17710,5960.66
50234186,FA2024 ,14750,600,4790,2450,22590,7500,7500,0,2750,7500,0,10250,7850,15090,12340,1214.75
50234186,SP2024 ,14750,600,4790,2450,22590,7500,7500,0,2750,9500,0,12250,5850,13090,10340,1214.75
60001249,FA2024 ,4070,NULL,NULL,NULL,4070,0,0,0,NULL,4070,4070,4070,0,0,0,0
50224547,SP2021 ,6960,250,NULL,NULL,7210,2747,2747,0,NULL,2747,0,2747,4463,4463,4463,0
50231359,FA2024 ,14750,600,4790,2450,22590,9000,9000,0,0,9000,0,9000,6350,13590,13590,0
50234488,FA2024 ,14750,600,4200,2450,22000,8950,6950,2000,11941,14453,0,26394,897,7547,-4394,-1603
50234488,SP2024 ,14750,600,4200,2450,22000,6950,6950,0,11941,12452,0,24393,2898,9548,-2393,-1603
50209667,FA2021 ,12625,500,5160,NULL,18285,1425,1425,0,16541,2925,0,19466,10200,15360,-1181,0
50209667,FA2022 ,13005,515,4610,NULL,18130,1425,0,1425,17805,1425,0,19230,12095,16705,-1100,0
50209667,SP2021 ,12625,500,5160,NULL,18285,1425,1425,0,16541,1425,0,17966,11700,16860,319,0
50209667,SP2022 ,13005,515,4610,NULL,18130,1425,0,1425,17806,1425,0,19231,12095,16705,-1101,0
50222540,FA2021 ,12625,500,3740,2110,18975,5750,5750,0,2750,11848,0,14598,1277,7127,4377,0
50222540,FA2022 ,13005,515,3855,2220,19595,5751,5751,0,0,10999,0,10999,2521,8596,8596,0
50222540,FA2023 ,13500,550,4000,2325,20375,6150,6150,0,3750,11348,0,15098,2702,9027,5277,0
50222540,SP2021 ,12625,500,3740,2110,18975,5750,5750,0,2750,11407,0,14157,1718,7568,4818,0
50222540,SP2023 ,13500,550,4000,2325,20375,6150,6150,0,3750,11347,0,15097,2703,9028,5278,0
50228228,FA2023 ,13500,550,5150,2325,21525,6500,6500,0,0,6500,0,6500,7550,15025,15025,0
50228228,FA2024 ,14750,600,5410,2450,23210,6500,6500,0,NULL,6500,0,6500,8850,16710,16710,0
50228228,SP2023 ,13500,550,5150,2325,21525,6500,6500,0,0,6500,0,6500,7550,15025,15025,0
50228228,SP2024 ,14750,600,5410,2450,23210,6500,6500,0,NULL,6500,0,6500,8850,16710,16710,0
50227343,FA2022 ,13005,515,4714,2220,20454,6000,6000,0,3750,7886,0,11636,5634,12568,8818,0
50227343,FA2023 ,13500,550,5150,2325,21525,6400,6400,0,3750,9984,0,13734,4066,11541,7791,0
50227343,SP2022 ,13005,515,4810,2220,20550,6000,6000,0,3750,9011,0,12761,4509,11539,7789,0
50227343,SP2023 ,13500,550,5150,2325,21525,6400,6400,0,3750,10358,0,14108,3692,11167,7417,0
50220402,FA2021 ,12625,500,4580,2110,19815,3675,0,3675,11085,9998,0,21083,3127,9817,-1268,0
50220402,FA2022 ,13005,515,4810,2220,20550,3675,0,3675,12451,8923,0,21374,4597,11627,-824,0
50220402,FA2023 ,13500,550,5150,2325,21525,4075,400,3675,13243,9273,0,22516,4777,12252,-991,0
50220402,SP2021 ,12625,500,4580,2110,19815,3675,0,3675,12115,7997,0,20112,5128,11818,-297,0
50220402,SP2022 ,13005,515,4810,2220,20550,3675,0,3675,11922,8922,0,20844,4598,11628,-294,0
50220402,SP2023 ,13500,550,5150,2325,21525,4075,400,3675,12476,9272,0,21748,4778,12253,-223,0
50226505,FA2022 ,13005,515,4810,2220,20550,6500,6500,0,2750,11348,0,14098,2172,9202,6452,0
50226505,FA2023 ,13500,550,4790,1200,20040,7400,7400,0,3750,12597,0,16347,1453,7443,3693,0
50226505,SP2022 ,13005,515,4810,2220,20550,6500,6500,0,2750,11347,0,14097,2173,9203,6453,0
50226505,SP2023 ,13500,550,4790,1200,20040,6900,6900,0,3750,12098,0,15848,1952,7942,4192,0
50209169,FA2021 ,19340,860,4910,2550,26800,10100,7500,2600,16144,13673,0,29817,6527,13127,-3017,-98
50209169,FA2022 ,19910,890,6310,1140,27360,10100,7500,2600,15836,11173,0,27009,9627,16187,351,-98
50209169,FA2023 ,20670,950,5740,NULL,26410,10100,2000,8100,18790,10100,0,28890,11520,16310,-2480,-98
50209169,FA2024 ,14750,600,5030,1270,21650,10100,2000,8100,13486,10808,0,24294,4542,10842,-2644,-98
50209169,SP2021 ,19340,860,4600,2550,26490,10100,7500,2600,16144,11672,0,27816,8528,14818,-1326,-98
50209169,SP2022 ,19910,890,6310,1140,27360,10100,7500,2600,15836,11172,0,27008,9628,16188,352,-98
50209169,SP2024 ,8140,600,5030,1270,15040,5574,1104,4470,10442,6161,0,16603,2579,8879,-1563,-98
50226704,FA2022 ,13005,515,3855,2220,19595,6400,6400,0,2750,12248,0,14998,1272,7347,4597,1875.32
50226704,FA2023 ,13500,550,4000,2325,20375,6400,500,5900,3250,12997,0,16247,1053,7378,4128,1875.32
50226704,FA2024 ,14750,600,4200,2450,22000,7400,5500,1900,3750,12998,0,16748,2352,9002,5252,1875.32
50226704,SP2022 ,13005,515,3855,2220,19595,6400,6400,0,2750,12247,0,14997,1273,7348,4598,1875.32
50226704,SP2023 ,13500,550,4000,2325,20375,6400,500,5900,3250,12998,0,16248,1052,7377,4127,1875.32
50226704,SP2024 ,14750,600,4200,2450,22000,7400,5500,1900,3750,12998,0,16748,2352,9002,5252,1875.32
50225838,FA2022 ,13005,515,4810,2220,20550,9000,9000,0,13633,9000,0,22633,4520,11550,-2083,0
50225838,FA2023 ,13500,550,5150,2325,21525,9000,9000,0,8993,14150,0,23143,-100,7375,-1618,0
50225838,FA2024 ,14750,600,6090,1270,22710,11500,0,11500,9493,14200,0,23693,1150,8510,-983,0
50225838,SP2022 ,13005,515,4810,2220,20550,9000,9000,0,13633,9000,0,22633,4520,11550,-2083,0
50225838,SP2023 ,13500,550,5150,2325,21525,9000,9000,0,8993,14150,0,23143,-100,7375,-1618,0
50225838,SP2024 ,14750,600,6090,1270,22710,9500,0,9500,9493,12200,0,21693,3150,10510,1017,0
50119393,FA2023 ,13500,550,5150,2325,21525,7500,7500,0,2750,7500,0,10250,6550,14025,11275,0
50119393,FA2024 ,14750,600,5410,2450,23210,7500,7500,0,3250,7500,0,10750,7850,15710,12460,0
50119393,SP2023 ,13500,550,5150,2325,21525,7500,7500,0,2750,7500,0,10250,6550,14025,11275,0
50119393,SP2024 ,14750,600,5410,2450,23210,7500,7500,0,3250,7500,0,10750,7850,15710,12460,0
50224967,FA2022 ,13005,515,4810,2220,20550,8500,8500,0,10250,9000,0,19250,4520,11550,1300,-1070
50224967,FA2023 ,13500,550,4000,2325,20375,9000,8500,500,3250,9500,0,12750,4550,10875,7625,-1070
50224967,FA2024 ,14750,600,5030,1270,21650,8500,8500,0,3750,8750,0,12500,6600,12900,9150,-1070
50224967,SP2022 ,13005,515,4810,2220,20550,8500,8500,0,10250,9000,0,19250,4520,11550,1300,-1070
50224967,SP2023 ,13500,550,4000,2325,20375,9000,8500,500,3250,9500,0,12750,4550,10875,7625,-1070
50224967,SP2024 ,14750,600,5030,NULL,20380,8500,8500,0,3750,8750,0,12500,6600,11630,7880,-1070
50228793,FA2023 ,13500,550,5150,2325,21525,7700,6700,1000,12147,11398,0,23545,2652,10127,-2020,143
50228793,FA2024 ,14750,600,4200,2450,22000,7700,6000,1700,10250,11398,0,21648,3952,10602,352,143
50228793,SP2023 ,13500,550,5150,2325,21525,7700,6700,1000,12148,11397,0,23545,2653,10128,-2020,143
50228793,SP2024 ,14750,600,4200,2450,22000,7700,6000,1700,10582,11397,0,21979,3953,10603,21,143
50226906,FA2023 ,13500,550,4000,2325,20375,9000,8000,1000,2750,12423,0,15173,1627,7952,5202,1365.33
50226906,FA2024 ,14750,600,4200,2450,22000,9650,7500,2150,3250,14848,0,18098,502,7152,3902,1365.33
50226906,SP2023 ,13500,550,4000,2325,20375,8000,8000,0,2750,10422,0,13172,3628,9953,7203,1365.33
50226906,SP2024 ,14750,600,4200,2450,22000,9650,7500,2150,3250,14847,0,18097,503,7153,3903,1365.33
50231958,SP2023 ,14500,2600,2600,NULL,17100,0,0,0,NULL,0,0,0,17100,17100,17100,0
50216970,FA2021 ,12625,500,4580,2110,19815,9125,6175,2950,2750,10625,0,13375,2500,9190,6440,-50
50216970,FA2022 ,13005,515,4260,2220,20000,9125,6175,2950,3750,13385,0,17135,135,6615,2865,-50
50216970,FA2023 ,13500,550,4790,1200,20040,9125,5775,3350,3750,9125,0,12875,4925,10915,7165,-50
50216970,SP2021 ,12625,500,4580,2110,19815,9125,6175,2950,2750,9125,0,11875,4000,10690,7940,-50
50216970,SP2022 ,13005,515,4260,2220,20000,9125,6175,2950,3750,13385,0,17135,135,6615,2865,-50
50216970,SP2023 ,13500,550,4790,1200,20040,9125,5775,3350,3750,9125,0,12875,4925,10915,7165,-50
50225992,FA2022 ,13005,515,4260,2220,20000,5500,5500,0,12750,9073,0,21823,4447,10927,-1823,0
50225992,FA2023 ,13500,550,4560,2325,20935,7100,5900,1200,11250,10173,0,21423,3877,10762,-488,0
50225992,SP2022 ,13005,515,4260,2220,20000,5500,5500,0,12750,9072,0,21822,4448,10928,-1822,0
50221402,FA2021 ,12625,500,3740,2110,18975,7250,7250,0,2750,12250,0,15000,875,6725,3975,100
50221402,FA2022 ,13005,515,4810,2220,20550,6750,6750,0,NULL,9250,0,9250,4270,11300,11300,100
50221402,FA2023 ,13500,550,4790,2325,21165,6750,6750,0,NULL,9250,0,9250,4800,11915,11915,100
50221402,FA2024 ,14750,600,5030,2450,22830,6750,6750,0,NULL,9250,0,9250,6100,13580,13580,100
50221402,SP2021 ,12625,500,3740,2110,18975,7250,7250,0,2750,9750,0,12500,3375,9225,6475,100
50221402,SP2022 ,13005,515,4810,2220,20550,6750,6750,0,NULL,6750,0,6750,6770,13800,13800,100
50221402,SP2023 ,13500,550,4790,2325,21165,6750,6750,0,NULL,6750,0,6750,7300,14415,14415,100
50221402,SP2024 ,14750,600,5030,2450,22830,6750,6750,0,NULL,9250,0,9250,6100,13580,13580,100
50230427,FA2024 ,14750,600,5410,2450,23210,9000,9000,0,NULL,10675,0,10675,4675,12535,12535,0
50230427,SP2024 ,14750,600,5410,2450,23210,9000,9000,0,NULL,9000,0,9000,6350,14210,14210,0
50119395,FA2022 ,5360,257,NULL,NULL,5617,2204,2204,0,2750,2454,0,5204,3163,3163,413,0
50119395,FA2023 ,3720,NULL,NULL,NULL,3720,2204,2204,0,NULL,2204,0,2204,1516,1516,1516,0
50119395,SP2022 ,5360,257,NULL,NULL,5617,2204,2204,0,2750,2454,0,5204,3163,3163,413,0
50204539,FA2021 ,12625,500,4270,NULL,17395,4025,4025,0,3750,9598,0,13348,3527,7797,4047,0
50204539,SP2021 ,12625,500,4270,NULL,17395,4025,4025,0,3750,7597,0,11347,5528,9798,6048,0
50213008,FA2021 ,12625,500,4830,1080,19035,2925,2925,0,3750,3925,0,7675,9200,15110,11360,0
50213008,FA2022 ,13005,515,5080,1140,19740,2925,2925,0,NULL,2925,0,2925,10595,16815,16815,0
50213008,SP2021 ,12625,500,4830,NULL,17955,2925,2925,0,3750,2925,0,6675,10200,15030,11280,0
50213008,SP2022 ,3580,NULL,5080,1140,9800,0,0,0,NULL,0,0,0,3580,9800,9800,0
50225238,FA2022 ,13005,515,4810,2690,21020,5000,5000,0,2750,5000,0,7750,8520,16020,13270,0
50225238,SP2022 ,13005,515,4810,2220,20550,5000,5000,0,2750,5000,0,7750,8520,15550,12800,0
50228377,SP2022 ,14269,7231,7231,NULL,21500,0,0,0,NULL,0,0,0,21500,21500,21500,0
50232640,SP2023 ,13500,550,4000,2745,20795,7000,7000,0,NULL,7000,0,7000,7050,13795,13795,0
50229847,FA2023 ,1940,NULL,NULL,NULL,1940,0,0,0,NULL,0,0,0,1940,1940,1940,0
50234727,FA2024 ,14750,600,NULL,NULL,15350,4830,4830,0,NULL,4830,0,4830,10520,10520,10520,5407.5
50234727,SP2024 ,14750,600,NULL,NULL,15350,4830,4830,0,NULL,4830,0,4830,10520,10520,10520,5407.5
50218488,FA2021 ,12625,500,3740,2110,18975,8125,0,8125,3250,13248,0,16498,-123,5727,2477,0
50218488,FA2022 ,13005,515,3855,2220,19595,8125,0,8125,3750,8125,0,11875,5395,11470,7720,0
50218488,FA2023 ,13500,550,5800,1200,21050,8125,500,7625,3750,8125,0,11875,5925,12925,9175,0
50218488,SP2021 ,12625,500,3740,2110,18975,8125,0,8125,3250,11247,0,14497,1878,7728,4478,0
50218488,SP2022 ,13005,515,3855,2220,19595,8125,0,8125,3750,8125,0,11875,5395,11470,7720,0
50218488,SP2023 ,13500,550,5800,1200,21050,8125,500,7625,3750,8125,0,11875,5925,12925,9175,0
50221622,FA2021 ,12625,500,4580,2110,19815,7450,7450,0,2750,13198,0,15948,-73,6617,3867,0
50221622,FA2022 ,13005,515,4810,2220,20550,6700,5500,1200,3250,10798,0,14048,2722,9752,6502,0
50221622,FA2023 ,13500,550,5150,2325,21525,7350,5900,1450,12671,11048,0,23719,3002,10477,-2194,0
50221622,FA2024 ,14750,600,5410,2450,23210,6950,5500,1450,11618,11048,0,22666,4302,12162,544,0
50221622,SP2021 ,12625,500,4580,2110,19815,7450,7450,0,2750,11757,0,14507,1368,8058,5308,0
50221622,SP2022 ,13005,515,4810,2220,20550,6700,5500,1200,3250,10797,0,14047,2723,9753,6503,0
50221622,SP2023 ,13500,550,5150,2325,21525,7350,5900,1450,12670,11047,0,23717,3003,10478,-2192,0
50230589,FA2023 ,13500,550,4000,2325,20375,7000,7000,0,14191,7000,0,21191,7050,13375,-816,0
50230589,SP2023 ,13500,550,4000,2325,20375,7000,7000,0,14191,7000,0,21191,7050,13375,-816,0
50209138,FA2021 ,12625,500,3740,2110,18975,10425,0,10425,3750,12425,0,16175,700,6550,2800,0
50209138,FA2022 ,7170,515,4610,1140,13435,6645,0,6645,3750,6645,0,10395,1040,6790,3040,0
50209138,SP2021 ,12625,500,3740,1080,17945,8425,0,8425,3750,8425,0,12175,4700,9520,5770,0
50221020,FA2021 ,12625,500,3740,2110,18975,11500,0,11500,2750,15100,0,17850,-1975,3875,1125,642.67
50221020,FA2022 ,13005,515,3855,2220,19595,11500,0,11500,3250,11500,0,14750,2020,8095,4845,642.67
50221020,FA2023 ,13500,550,4790,1200,20040,12000,500,11500,3750,12600,0,16350,1450,7440,3690,642.67
50221020,FA2024 ,14750,600,5030,NULL,20380,11500,0,11500,2750,12000,0,14750,3350,8380,5630,642.67
50221020,SP2021 ,12625,500,3740,2110,18975,9500,0,9500,2750,9500,0,12250,3625,9475,6725,642.67
50221020,SP2022 ,13005,515,4610,1140,19270,9500,0,9500,3250,9500,0,12750,4020,9770,6520,642.67
50221020,SP2023 ,13500,550,4790,NULL,18840,10000,500,9500,3750,10000,0,13750,4050,8840,5090,642.67
