period,part_svyid,group,awakening_christian_faith,overall_course,discovery_relevancy,discovery_recommend,la_vida_powerful_exp
2022 FA,32563166672,Core,5,5,NA,NA,NA
2022 FA,20984281672,Core,5,5,NA,NA,NA
2022 FA,5324734292,Core,5,4,NA,NA,NA
2022 FA,10631995232,Core,2,4,NA,NA,NA
2022 FA,18096362482,Core,3,4,NA,NA,NA
2022 FA,32735240602,Core,1,3,NA,NA,NA
2022 FA,2607998962,Core,5,5,NA,NA,NA
2022 FA,3687524222,Core,4,4,NA,NA,NA
2022 FA,34564612772,Core,1,3,NA,NA,NA
2022 FA,4020455952,Core,3,4,NA,NA,NA
2022 FA,38273157512,Core,5,5,NA,NA,NA
2022 FA,28656443372,Core,4,4,NA,NA,NA
2022 FA,37449529882,Core,4,4,NA,NA,NA
2022 FA,40915802222,Core,4,4,NA,NA,NA
2022 FA,16732876532,Core,2,3,NA,NA,NA
2022 FA,23066758112,Core,4,3,NA,NA,NA
2022 FA,28636916192,Core,4,5,NA,NA,NA
2022 FA,30353865042,Core,5,5,NA,NA,NA
2022 FA,34321295842,Core,5,5,NA,NA,NA
2022 FA,9187982672,Core,4,4,NA,NA,NA
2022 FA,37677493632,Core,5,4,NA,NA,NA
2022 FA,19519465672,Core,4,5,NA,NA,NA
2022 FA,40501353942,Core,3,3,NA,NA,NA
2022 FA,16575479562,Core,5,5,NA,NA,NA
2022 FA,20704372352,Core,4,3,NA,NA,NA
2022 FA,9591578792,Core,4,3,NA,NA,NA
2022 FA,34950017232,Core,4,3,NA,NA,NA
2022 FA,6999873142,Core,4,4,NA,NA,NA
2022 FA,36391603712,Core,5,3,NA,NA,NA
2022 FA,82824702,Core,3,2,NA,NA,NA
2022 FA,36576239052,Core,3,5,NA,NA,NA
2022 FA,18694980682,Core,4,3,NA,NA,NA
2022 FA,25505755252,Core,4,3,NA,NA,NA
2022 FA,15069352932,Core,1,1,NA,NA,NA
2022 FA,22075534232,Core,4,3,NA,NA,NA
2022 FA,37194178812,Core,3,2,NA,NA,NA
2022 FA,30400612122,Core,4,1,NA,NA,NA
2022 FA,6870411502,Core,5,3,NA,NA,NA
2022 FA,31138721312,Core,5,5,NA,NA,NA
2022 FA,14870768532,Core,5,3,NA,NA,NA
2022 FA,987789422,Core,3,3,NA,NA,NA
2022 FA,30241781072,Core,3,3,NA,NA,NA
2022 FA,11180218952,Core,5,4,NA,NA,NA
2022 FA,33368248302,Core,4,2,NA,NA,NA
2022 FA,9744001862,Core,2,3,NA,NA,NA
2022 FA,7268727412,Core,3,3,NA,NA,NA
2022 FA,28094414092,Core,2,2,NA,NA,NA
2022 FA,20187003662,Core,5,5,NA,NA,NA
2022 FA,42748799512,Core,2,4,NA,NA,NA
2022 FA,5529290922,Core,4,5,NA,NA,NA
2022 FA,15555329022,Core,3,3,NA,NA,NA
2022 FA,15688629772,Core,4,4,NA,NA,NA
2022 FA,21993783772,Core,5,4,NA,NA,NA
2022 FA,9918058502,Core,4,3,NA,NA,NA
2022 FA,42545635832,Core,3,4,NA,NA,NA
2022 FA,33918473842,Core,3,3,NA,NA,NA
2022 FA,12669313072,Core,3,4,NA,NA,NA
2022 FA,32096949742,Core,4,4,NA,NA,NA
2022 FA,15117732862,Core,4,3,NA,NA,NA
2022 FA,12320854922,Core,2,3,NA,NA,NA
2022 FA,31892196632,Core,5,5,NA,NA,NA
2022 FA,2130568582,Core,5,4,NA,NA,NA
2022 FA,36651318272,Core,3,5,NA,NA,NA
2022 FA,5343172562,Core,1,1,NA,NA,NA
2022 FA,2752748962,Core,4,4,NA,NA,NA
2022 FA,19909362712,Discovery,4,5,10,2,NA
2022 FA,13851265162,Discovery,5,5,10,2,NA
2022 FA,30483527562,Discovery,4,5,6,2,NA
2022 FA,7240737612,Discovery,3,4,5,2,NA
2022 FA,29342367302,Discovery,5,5,9,2,NA
2022 FA,16601358692,Discovery,5,5,10,2,NA
2022 FA,22892885682,Discovery,3,4,8,2,NA
2022 FA,5637572712,Discovery,5,5,10,2,NA
2022 FA,6960565652,Discovery,3,2,1,1,NA
2022 FA,10891118302,Discovery,5,5,10,2,NA
2022 FA,24926930582,Discovery,5,4,8,2,NA
2022 FA,39317456932,Discovery,4,3,5,2,NA
2022 FA,30479034072,Discovery,4,4,8,2,NA
2022 FA,16785300752,Discovery,5,4,7,2,NA
2022 FA,8834944592,Discovery,4,5,9,2,NA
2022 FA,32010915432,Discovery,5,5,9,2,NA
2022 FA,22033047532,Discovery,5,5,10,2,NA
2022 FA,37578855522,Discovery,4,5,10,2,NA
2022 FA,426094802,Discovery,2,5,4,2,NA
2022 FA,28574833322,Discovery,2,3,2,NA,NA
2022 FA,16697370072,Discovery,4,5,9,2,NA
2022 FA,39980181562,Discovery,5,5,9,2,NA
2022 FA,20028329732,Discovery,5,5,7,2,NA
2022 FA,41333959932,Discovery,5,5,8,2,NA
2022 FA,18651751222,Discovery,5,5,10,2,NA
2022 FA,1430071502,Discovery,5,5,8,2,NA
2022 FA,14328634662,Discovery,4,5,10,2,NA
2022 FA,39289139662,Discovery,5,5,10,2,NA
2022 FA,16487386132,Discovery,4,5,10,2,NA
2022 FA,21011768752,Discovery,3,4,6,NA,NA
2022 FA,40801496752,Discovery,5,5,8,2,NA
2022 FA,41681517712,Discovery,5,5,10,2,NA
2022 FA,23694046102,Discovery,5,5,7,NA,NA
2022 SU,7068260931,La Vida,5,5,NA,NA,2
2022 SU,20005732791,La Vida,5,5,NA,NA,2
2022 SU,28448712571,La Vida,4,5,NA,NA,2
2022 SU,9722870131,La Vida,5,5,NA,NA,2
2022 SU,31185666221,La Vida,4,5,NA,NA,2
2022 SU,29585410451,La Vida,5,5,NA,NA,2
2022 SU,3323459641,La Vida,5,5,NA,NA,2
2022 SU,36420965811,La Vida,5,4,NA,NA,2
2022 SU,22111461281,La Vida,4,5,NA,NA,2
2022 SU,32540712041,La Vida,5,5,NA,NA,1
2022 SU,2130304421,La Vida,3,4,NA,NA,1
2022 SU,38040348221,La Vida,4,4,NA,NA,2
2022 SU,28210259391,La Vida,5,5,NA,NA,2
2022 SU,36000266701,La Vida,5,5,NA,NA,2
2022 SU,5123361621,La Vida,4,5,NA,NA,2
2022 SU,16143394871,La Vida,4,4,NA,NA,2
2022 SU,23859519231,La Vida,2,1,NA,NA,1
2022 SU,41807739251,La Vida,5,4,NA,NA,2
2022 SU,5708584111,La Vida,4,5,NA,NA,2
2022 SU,23044732581,La Vida,4,5,NA,NA,2
2022 SU,34231404871,La Vida,5,5,NA,NA,2
2022 SU,29369687981,La Vida,3,4,NA,NA,2
2022 SU,20795567121,La Vida,3,5,NA,NA,2
2022 SU,20907459691,La Vida,4,5,NA,NA,2
2022 SU,42220764871,La Vida,5,5,NA,NA,2
2022 SU,6903966421,La Vida,5,5,NA,NA,2
2022 SU,8501265291,La Vida,4,5,NA,NA,2
2022 SU,40087852381,La Vida,4,5,NA,NA,2
2022 SU,18888542611,La Vida,5,5,NA,NA,2
2022 SU,26610078331,La Vida,5,5,NA,NA,2
2022 SU,20165676361,La Vida,5,5,NA,NA,2
2022 SU,10140013951,La Vida,4,5,NA,NA,2
2022 SU,40244820121,La Vida,4,4,NA,NA,2
2022 SU,38802210531,La Vida,4,4,NA,NA,2
2022 SU,17835920721,La Vida,5,5,NA,NA,2
2022 SU,3680188791,La Vida,5,5,NA,NA,2
2022 SU,40814605301,La Vida,4,5,NA,NA,2
2022 SU,33302332321,La Vida,5,5,NA,NA,2
2022 SU,14554434571,La Vida,5,5,NA,NA,2
2022 SU,13708467731,La Vida,4,5,NA,NA,2
2022 SU,22361139231,La Vida,4,5,NA,NA,2
2022 SU,4740356411,La Vida,4,5,NA,NA,2
2022 SU,34687175961,La Vida,4,5,NA,NA,2
2022 SU,39061837401,La Vida,4,4,NA,NA,1
2022 SU,10096926821,La Vida,5,5,NA,NA,2
2022 SU,38592947341,La Vida,4,5,NA,NA,2
2022 SU,42057543361,La Vida,4,5,NA,NA,2
2022 SU,18191410901,La Vida,5,5,NA,NA,2
2022 SU,5259434011,La Vida,5,5,NA,NA,2
2022 SU,698055381,La Vida,3,4,NA,NA,2
2022 SU,31040739551,La Vida,4,5,NA,NA,2
2022 SU,7858220591,La Vida,5,5,NA,NA,2
2022 SU,1184545151,La Vida,5,5,NA,NA,2
2022 SU,13097514381,La Vida,5,5,NA,NA,2
2022 SU,10483005451,La Vida,3,4,NA,NA,2
2022 SU,10870253401,La Vida,5,5,NA,NA,2
2022 SU,19425969531,La Vida,4,5,NA,NA,2
2022 SU,26471169171,La Vida,5,5,NA,NA,2
2022 SU,36509614071,La Vida,5,4,NA,NA,2
2022 SU,29293320731,La Vida,5,5,NA,NA,2
2022 SU,10834693811,La Vida,5,5,NA,NA,2
2022 SU,41249444211,La Vida,4,5,NA,NA,2
2023 FA,30013247371,Core,5,5,NA,NA,NA
2023 FA,18582072241,Core,4,4,NA,NA,NA
2023 FA,13226774781,Core,4,3,NA,NA,NA
2023 FA,20494199611,Core,4,3,NA,NA,NA
2023 FA,4818596181,Core,3,2,NA,NA,NA
2023 FA,9820434351,Core,4,3,NA,NA,NA
2023 FA,35891649351,Core,2,3,NA,NA,NA
2023 FA,2910179091,Core,5,5,NA,NA,NA
2023 FA,30791216901,Core,4,4,NA,NA,NA
2023 FA,28171999141,Core,5,5,NA,NA,NA
2023 FA,15749682111,Core,5,4,NA,NA,NA
2023 FA,24442690151,Core,4,3,NA,NA,NA
2023 FA,36913544431,Core,2,4,NA,NA,NA
2023 FA,22294417551,Core,5,4,NA,NA,NA
2023 FA,10552912101,Core,3,4,NA,NA,NA
2023 FA,13543305761,Core,4,5,NA,NA,NA
2023 FA,41353856151,Core,4,4,NA,NA,NA
2023 FA,3725928121,Core,5,5,NA,NA,NA
2023 FA,39385989231,Core,5,4,NA,NA,NA
2023 FA,2960652561,Core,4,4,NA,NA,NA
2023 FA,13381662721,Core,5,4,NA,NA,NA
2023 FA,4216920301,Core,5,5,NA,NA,NA
2023 FA,38200925761,Core,4,4,NA,NA,NA
2023 FA,5786406441,Core,5,4,NA,NA,NA
2023 FA,24905801501,Core,4,2,NA,NA,NA
2023 FA,6667799741,Core,5,4,NA,NA,NA
2023 FA,18368588031,Core,5,3,NA,NA,NA
2023 FA,24447529151,Core,4,4,NA,NA,NA
2023 FA,12015658381,Core,5,5,NA,NA,NA
2023 FA,31807324571,Core,4,5,NA,NA,NA
2023 FA,17643922071,Core,4,4,NA,NA,NA
2023 FA,22492864681,Core,5,5,NA,NA,NA
2023 FA,17707119891,Core,2,1,NA,NA,NA
2023 FA,11339650031,Core,4,3,NA,NA,NA
2023 FA,27435313491,Core,5,5,NA,NA,NA
2023 FA,34237618641,Core,4,4,NA,NA,NA
2023 FA,5239260991,Core,4,5,NA,NA,NA
2023 FA,13012817251,Core,4,5,NA,NA,NA
2023 FA,40511150581,Core,5,5,NA,NA,NA
2023 FA,36967556281,Core,4,4,NA,NA,NA
2023 FA,21020299841,Core,4,4,NA,NA,NA
2023 FA,23856923381,Core,5,4,NA,NA,NA
2023 FA,42838890491,Core,5,3,NA,NA,NA
2023 FA,30187506551,Core,5,4,NA,NA,NA
2023 FA,36751604381,Core,3,3,NA,NA,NA
2023 FA,15288756581,Core,3,4,NA,NA,NA
2023 FA,38449129901,Core,5,5,NA,NA,NA
2023 FA,29027728261,Core,1,1,NA,NA,NA
2023 FA,11112273391,Core,5,4,NA,NA,NA
2023 FA,1397940551,Core,5,5,NA,NA,NA
2023 FA,9036182281,Core,5,4,NA,NA,NA
2023 FA,21595137211,Core,5,5,NA,NA,NA
2023 FA,14252054641,Core,5,5,NA,NA,NA
2023 FA,27024627621,Core,5,5,NA,NA,NA
2023 FA,38276375661,Core,4,5,NA,NA,NA
2023 FA,35352871331,Core,4,4,NA,NA,NA
2023 FA,1137016951,Core,5,5,NA,NA,NA
2023 FA,30378881611,Core,5,5,NA,NA,NA
2023 FA,9700158561,Core,5,4,NA,NA,NA
2023 FA,9799387851,Core,3,3,NA,NA,NA
2023 FA,4324591181,Core,3,2,NA,NA,NA
2023 FA,17817585171,Core,5,5,NA,NA,NA
2023 FA,32232970711,Core,4,4,NA,NA,NA
2023 FA,42169963581,Core,5,5,NA,NA,NA
2023 FA,24563136331,Core,3,3,NA,NA,NA
2023 FA,23278534221,Core,4,4,NA,NA,NA
2023 FA,39877028021,Core,4,4,NA,NA,NA
2023 FA,6802542651,Core,4,4,NA,NA,NA
2023 FA,19526546321,Core,3,4,NA,NA,NA
2023 FA,21004823501,Core,3,2,NA,NA,NA
2023 FA,40042213581,Core,4,4,NA,NA,NA
2023 FA,39093302311,Core,4,3,NA,NA,NA
2023 FA,37281934221,Core,5,5,NA,NA,NA
2023 FA,18606447801,Core,4,4,NA,NA,NA
2023 FA,3590772491,Core,5,5,NA,NA,NA
2023 FA,6606698781,Core,5,5,NA,NA,NA
2023 FA,21324297231,Core,5,5,NA,NA,NA
2023 FA,32734505831,Core,5,5,NA,NA,NA
2023 FA,23067036681,Core,5,4,NA,NA,NA
2023 FA,22370054651,Core,4,4,NA,NA,NA
2023 FA,1048470321,Core,5,5,NA,NA,NA
2023 FA,8721598121,Core,3,3,NA,NA,NA
2023 FA,26130721321,Core,4,5,NA,NA,NA
2023 FA,32741367241,Core,4,4,NA,NA,NA
2023 FA,38159897321,Core,4,5,NA,NA,NA
2023 FA,18635513771,Core,5,5,NA,NA,NA
2023 FA,1071053751,Core,2,2,NA,NA,NA
2023 FA,369656031,Core,5,4,NA,NA,NA
2023 FA,10320069341,Core,5,5,NA,NA,NA
2023 FA,42894606761,Core,3,3,NA,NA,NA
2023 FA,29471470681,Core,3,5,NA,NA,NA
2023 FA,14941711311,Core,5,5,NA,NA,NA
2023 FA,29822367781,Core,4,4,NA,NA,NA
2023 FA,9883824111,Core,5,5,NA,NA,NA
2023 FA,17138853431,Core,5,5,NA,NA,NA
2023 FA,8525021261,Core,4,4,NA,NA,NA
2023 FA,3394548301,Core,5,5,NA,NA,NA
2023 FA,14695594281,Core,5,5,NA,NA,NA
2023 FA,12436528321,Core,5,5,NA,NA,NA
2023 FA,9387714571,Core,5,3,NA,NA,NA
2023 FA,940661101,Core,5,5,NA,NA,NA
2023 FA,21366548421,Core,5,4,NA,NA,NA
2023 FA,15589022531,Core,5,4,NA,NA,NA
2023 FA,4021970681,Core,4,4,NA,NA,NA
2023 FA,7225203581,Core,5,5,NA,NA,NA
2023 FA,33540142891,Core,4,3,NA,NA,NA
2023 FA,21934413771,Core,4,5,NA,NA,NA
2023 FA,16555284471,Core,4,5,NA,NA,NA
2023 FA,39710519421,Core,3,4,NA,NA,NA
2023 FA,34420219421,Core,4,3,NA,NA,NA
2023 FA,14529514321,Core,5,5,NA,NA,NA
2023 FA,2335350301,Core,5,5,NA,NA,NA
2023 FA,5317962311,Core,5,5,NA,NA,NA
2023 FA,6280664981,Core,4,4,NA,NA,NA
2023 FA,11263272271,Core,3,3,NA,NA,NA
2023 FA,13127770731,Core,4,4,NA,NA,NA
2023 FA,3812313611,Core,4,4,NA,NA,NA
2023 FA,38136551251,Core,5,5,NA,NA,NA
2023 FA,31370492221,Core,5,3,NA,NA,NA
2023 FA,12079905391,Core,5,5,NA,NA,NA
2023 FA,10182515231,Core,4,4,NA,NA,NA
2023 FA,8757233431,Core,5,5,NA,NA,NA
2023 FA,10945348621,Core,4,5,NA,NA,NA
2023 FA,33136985761,Core,4,5,NA,NA,NA
2023 FA,14807080261,Core,4,3,NA,NA,NA
2023 FA,11991903291,Core,5,5,NA,NA,NA
2023 FA,16510396891,Core,5,5,NA,NA,NA
2023 FA,17938849931,Core,5,4,NA,NA,NA
2023 FA,31153923571,Core,4,3,NA,NA,NA
2023 FA,27148802841,Core,3,4,NA,NA,NA
2023 FA,12680031281,Core,4,5,NA,NA,NA
2023 FA,2227442531,Core,3,5,NA,NA,NA
2023 FA,42483852931,Core,5,4,NA,NA,NA
2023 FA,15084388801,Core,5,4,NA,NA,NA
2023 FA,60712191,Core,4,5,NA,NA,NA
2023 FA,28032857471,Core,4,3,NA,NA,NA
2023 FA,37922558161,Core,5,5,NA,NA,NA
2023 FA,4113738541,Core,5,4,NA,NA,NA
2023 FA,38904717921,Core,5,4,NA,NA,NA
2023 FA,23665424231,Core,4,5,NA,NA,NA
2023 FA,8028642731,Core,5,5,NA,NA,NA
2023 FA,460760421,Core,5,4,NA,NA,NA
2023 FA,28242099361,Core,5,4,NA,NA,NA
2023 FA,21443074671,Core,5,5,NA,NA,NA
2023 FA,10219013741,Core,4,5,NA,NA,NA
2023 FA,20115678971,Core,3,3,NA,NA,NA
2023 FA,4030479791,Core,4,3,NA,NA,NA
2023 FA,33619029981,Core,4,4,NA,NA,NA
2023 FA,9884104931,Core,5,4,NA,NA,NA
2023 FA,22296370331,Core,5,5,NA,NA,NA
2023 FA,33621269301,Core,4,5,NA,NA,NA
2023 FA,27696722271,Core,5,5,NA,NA,NA
2023 FA,35875394421,Core,5,5,NA,NA,NA
2023 FA,22849388241,Core,3,3,NA,NA,NA
2023 FA,34956878901,Core,5,5,NA,NA,NA
2023 FA,11648331911,Core,5,5,NA,NA,NA
2023 FA,29833078991,Core,5,5,NA,NA,NA
2023 FA,20270830151,Core,4,4,NA,NA,NA
2023 FA,21892489091,Core,5,4,NA,NA,NA
2023 FA,27605738031,Core,4,4,NA,NA,NA
2023 FA,41863502731,Core,2,2,NA,NA,NA
2023 FA,21562743331,Core,2,3,NA,NA,NA
2023 FA,10761000611,Core,3,3,NA,NA,NA
2023 FA,30175317771,Core,1,3,NA,NA,NA
2023 FA,6491873641,Core,1,3,NA,NA,NA
2023 FA,10751476451,Core,2,2,NA,NA,NA
2023 FA,25608256911,Core,3,4,NA,NA,NA
2023 FA,27869718831,Core,2,3,NA,NA,NA
2023 FA,26487881311,Core,2,1,NA,NA,NA
2023 FA,16314051001,Core,4,4,NA,NA,NA
2023 FA,42448772461,Core,3,5,NA,NA,NA
2023 FA,22635358001,Core,1,2,NA,NA,NA
2023 FA,22495064121,Core,5,5,NA,NA,NA
2023 FA,7215648041,Core,4,3,NA,NA,NA
2023 FA,11176180341,Core,3,5,NA,NA,NA
2023 FA,17049351281,Core,4,5,NA,NA,NA
2023 FA,36612669021,Core,3,4,NA,NA,NA
2023 FA,33988942681,Core,4,5,NA,NA,NA
2023 FA,6445189271,Core,4,4,NA,NA,NA
2023 FA,42219247381,Core,4,4,NA,NA,NA
2023 FA,7091994621,Core,4,5,NA,NA,NA
2023 FA,14252500791,Core,3,5,NA,NA,NA
2023 FA,40386880111,Core,3,5,NA,NA,NA
2023 FA,35257646801,Core,4,3,NA,NA,NA
2023 FA,17433303081,Core,4,4,NA,NA,NA
2023 FA,42487858481,Core,4,5,NA,NA,NA
2023 FA,13238123541,Core,2,4,NA,NA,NA
2023 FA,18296091721,Core,5,5,NA,NA,NA
2023 FA,28752897491,Core,5,4,NA,NA,NA
2023 FA,37672495871,Core,5,5,NA,NA,NA
2023 FA,979991771,Core,4,3,NA,NA,NA
2023 FA,16783344751,Core,5,5,NA,NA,NA
2023 FA,40531119541,Core,4,4,NA,NA,NA
2023 FA,6796160531,Core,3,5,NA,NA,NA
2023 FA,12690957251,Core,4,2,NA,NA,NA
2023 FA,39712840921,Core,4,4,NA,NA,NA
2023 FA,13884204361,Core,4,2,NA,NA,NA
2023 FA,40095278991,Core,2,3,NA,NA,NA
2023 FA,33044526161,Core,4,4,NA,NA,NA
2023 FA,17228323481,Core,1,1,NA,NA,NA
2023 FA,26758711071,Core,5,4,NA,NA,NA
2023 FA,32170880011,Core,4,5,NA,NA,NA
2023 FA,14968941081,Core,4,5,NA,NA,NA
2023 FA,23453382781,Core,2,4,NA,NA,NA
2023 FA,29501148491,Core,1,2,NA,NA,NA
2023 FA,20553167891,Core,4,4,NA,NA,NA
2023 FA,37745168251,Core,3,4,NA,NA,NA
2023 FA,38928874831,Core,4,4,NA,NA,NA
2023 FA,33852446971,Core,5,5,NA,NA,NA
2023 FA,6849966421,Core,5,5,NA,NA,NA
2023 FA,23252643051,Core,5,4,NA,NA,NA
2023 FA,17200456621,Core,5,5,NA,NA,NA
2023 FA,7716288541,Core,4,5,NA,NA,NA
2023 FA,17753962021,Core,5,5,NA,NA,NA
2023 FA,27464449071,Core,5,5,NA,NA,NA
2023 FA,5112855751,Core,5,5,NA,NA,NA
2023 FA,10540760201,Core,5,4,NA,NA,NA
2023 FA,4125869781,Core,4,4,NA,NA,NA
2023 FA,13472265301,Core,5,5,NA,NA,NA
2023 FA,5624166761,Core,5,3,NA,NA,NA
2023 FA,23520948611,Core,5,5,NA,NA,NA
2023 FA,41933361341,Core,3,4,NA,NA,NA
2023 FA,4137043991,Core,5,5,NA,NA,NA
2023 FA,25504399361,Core,3,3,NA,NA,NA
2023 FA,15193637021,Core,5,4,NA,NA,NA
2023 FA,20593370201,Core,4,3,NA,NA,NA
2023 FA,23113935841,Core,3,2,NA,NA,NA
2023 FA,28926591961,Core,3,3,NA,NA,NA
2023 FA,33680058961,Core,3,3,NA,NA,NA
2023 FA,4901159131,Core,3,4,NA,NA,NA
2023 FA,3418384751,Core,4,4,NA,NA,NA
2023 FA,27008958451,Core,2,4,NA,NA,NA
2023 FA,22538555091,Core,5,5,NA,NA,NA
2023 FA,40485630751,Core,1,3,NA,NA,NA
2023 FA,31189460841,Core,1,3,NA,NA,NA
2023 FA,9856459511,Core,5,3,NA,NA,NA
2023 FA,38830534641,Core,4,4,NA,NA,NA
2023 FA,16144772401,Core,5,4,NA,NA,NA
2023 FA,40573661381,Core,5,4,NA,NA,NA
2023 FA,26895169781,Core,5,5,NA,NA,NA
2023 FA,7037099791,Core,4,3,NA,NA,NA
2023 FA,13174053991,Core,4,3,NA,NA,NA
2023 FA,38343237881,Core,5,4,NA,NA,NA
2023 FA,16874930461,Core,5,4,NA,NA,NA
2023 FA,32502822281,Core,2,2,NA,NA,NA
2023 FA,30486996701,Core,2,2,NA,NA,NA
2023 FA,6034101501,Core,5,5,NA,NA,NA
2023 FA,11127997621,Core,5,5,NA,NA,NA
2023 FA,38625364211,Core,4,3,NA,NA,NA
2023 FA,4043579121,Core,5,5,NA,NA,NA
2023 FA,14543178771,Core,3,4,NA,NA,NA
2023 FA,16448638381,Core,4,5,NA,NA,NA
2023 FA,17193401071,Core,4,4,NA,NA,NA
2023 FA,13460884721,Core,3,2,NA,NA,NA
2023 FA,42490406821,Core,3,5,NA,NA,NA
2023 FA,10205492001,Core,5,5,NA,NA,NA
2023 FA,40674458391,Core,5,4,NA,NA,NA
2023 FA,42397094491,Core,3,4,NA,NA,NA
2023 FA,21399428801,Core,1,1,NA,NA,NA
2023 FA,12581875371,Core,3,4,NA,NA,NA
2023 FA,42534685861,Core,3,3,NA,NA,NA
2023 FA,20466541961,Core,5,5,NA,NA,NA
2023 FA,27315911671,Core,3,3,NA,NA,NA
2023 FA,35609001581,Core,4,4,NA,NA,NA
2023 FA,12077288151,Core,3,3,NA,NA,NA
2023 FA,11293397861,Core,4,4,NA,NA,NA
2023 FA,28514361031,Core,4,4,NA,NA,NA
2023 FA,3824090081,Core,4,5,NA,NA,NA
2023 FA,32643349171,Core,5,5,NA,NA,NA
2023 FA,10160159181,Core,4,5,NA,NA,NA
2023 FA,3411494621,Core,4,4,NA,NA,NA
2023 FA,14336187521,Core,2,2,NA,NA,NA
2023 FA,36567466771,Core,3,4,NA,NA,NA
2023 FA,10491236341,Core,3,4,NA,NA,NA
2023 FA,40503906191,Core,4,4,NA,NA,NA
2023 FA,4999539641,Core,3,3,NA,NA,NA
2023 FA,14380321131,Core,2,5,NA,NA,NA
2023 FA,11403762431,Core,4,5,NA,NA,NA
2023 FA,27802372071,Core,2,3,NA,NA,NA
2023 FA,5019001521,Core,5,4,NA,NA,NA
2023 FA,17246396821,Core,4,4,NA,NA,NA
2023 FA,40618670661,Core,3,4,NA,NA,NA
2023 FA,26300726771,Core,1,3,NA,NA,NA
2023 FA,17600194111,Core,4,5,NA,NA,NA
2023 FA,21443933471,Core,3,5,NA,NA,NA
2023 FA,9370426891,Core,5,5,NA,NA,NA
2023 FA,13639145151,Core,3,5,NA,NA,NA
2023 FA,3224542871,Core,3,3,NA,NA,NA
2023 FA,7601451671,Core,5,5,NA,NA,NA
2023 FA,40326645321,Core,4,4,NA,NA,NA
2023 FA,42834489001,Core,4,4,NA,NA,NA
2023 FA,31627783711,Core,3,4,NA,NA,NA
2023 FA,2547896201,Core,3,4,NA,NA,NA
2023 FA,8070552781,Core,4,3,NA,NA,NA
2023 FA,25720339851,Core,3,3,NA,NA,NA
2023 FA,32793482131,Core,5,5,NA,NA,NA
2023 FA,4036801101,Core,3,4,NA,NA,NA
2023 FA,13489744981,Core,5,5,NA,NA,NA
2023 FA,40891096771,Core,3,5,NA,NA,NA
2023 FA,18965669611,Core,5,5,NA,NA,NA
2023 FA,10849898751,Core,4,5,NA,NA,NA
2023 FA,2083406431,Core,4,5,NA,NA,NA
2023 FA,19492994221,Core,1,2,NA,NA,NA
2023 FA,36534751861,Core,3,4,NA,NA,NA
2023 FA,29614580431,Core,4,4,NA,NA,NA
2023 FA,41232384821,Core,4,4,NA,NA,NA
2023 FA,36565758571,Core,4,4,NA,NA,NA
2023 FA,24101716391,Core,5,5,NA,NA,NA
2023 FA,29186221111,Core,4,3,NA,NA,NA
2023 FA,31365474361,Core,3,4,NA,NA,NA
2023 FA,6773692271,Core,3,5,NA,NA,NA
2023 FA,6175326581,Core,4,4,NA,NA,NA
2023 FA,18705054491,Core,4,5,NA,NA,NA
2023 FA,19467552101,Core,4,5,NA,NA,NA
2023 FA,34553014381,Core,4,4,NA,NA,NA
2023 FA,30115324871,Core,1,2,NA,NA,NA
2023 FA,13319908871,Core,4,3,NA,NA,NA
2023 FA,41222843991,Core,4,2,NA,NA,NA
2023 FA,17237831231,Core,3,5,NA,NA,NA
2023 FA,29275079811,Core,4,5,NA,NA,NA
2023 FA,32001198821,Core,4,4,NA,NA,NA
2023 FA,22874068021,Core,2,4,NA,NA,NA
2023 FA,34472158281,Core,5,5,NA,NA,NA
2023 FA,18656595231,Core,3,4,NA,NA,NA
2023 FA,18625293431,Core,3,5,NA,NA,NA
2023 FA,7602788131,Core,5,5,NA,NA,NA
2023 FA,13655626261,Core,3,3,NA,NA,NA
2023 FA,39741156521,Core,4,4,NA,NA,NA
2023 FA,19706110111,Core,3,4,NA,NA,NA
2023 FA,11467075671,Core,4,5,NA,NA,NA
2023 FA,6139084311,Core,4,3,NA,NA,NA
2023 FA,16301839251,Core,3,5,NA,NA,NA
2023 FA,35213936051,Core,5,5,NA,NA,NA
2023 FA,6671198831,Core,4,5,NA,NA,NA
2023 FA,37790466021,Core,5,5,NA,NA,NA
2023 FA,33827188911,Core,1,1,NA,NA,NA
2023 FA,6953137471,Core,1,1,NA,NA,NA
2023 FA,20779451311,Core,3,2,NA,NA,NA
2023 FA,29650304831,Core,1,1,NA,NA,NA
2023 FA,19286058611,Core,1,1,NA,NA,NA
2023 FA,18003731921,Core,4,2,NA,NA,NA
2023 FA,41264572951,Core,2,1,NA,NA,NA
2023 FA,8727120771,Core,5,4,NA,NA,NA
2023 FA,37149638311,Core,5,5,NA,NA,NA
2023 FA,1795024371,Core,1,1,NA,NA,NA
2023 FA,34693141321,Core,5,4,NA,NA,NA
2023 FA,23660768271,Core,4,4,NA,NA,NA
2023 FA,38055271851,Core,3,2,NA,NA,NA
2023 FA,13691861661,Core,4,4,NA,NA,NA
2023 FA,24203991391,Core,5,1,NA,NA,NA
2023 FA,15690978851,Core,1,1,NA,NA,NA
2023 FA,23991394151,Core,5,4,NA,NA,NA
2023 FA,34837740131,Core,4,4,NA,NA,NA
2023 FA,21859480451,Core,5,5,NA,NA,NA
