ID_NUM,YR_CDE,TRM_CDE,SUBTERM_CDE,STUD_SEQ_NUM,TRANSACTION_STS,CRS_CDE,ADV_REQ_CDE,CRS_TITLE,GRADE_CDE,ENTRY_DTE,ENTRY_YR,ENTRY_TRM,YR_LA_VIDA_TAKEN,PRE_POST_FY
9564100,2010,FA,1Q,5,H,PED  015  A3,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2009-08-26T00:00:00Z,2009,FA,NA,NA
50072984,2011,FA,NA,1,H,PED  016  B,PED016,LAVIDA: AUGUST,P,2011-08-24T00:00:00Z,2011,FA,First,Before
50153833,2014,FA,NA,15,H,PED  016  E,PED016,LAVIDA WILDERNESS EXPERNCE-COMPASS,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50148024,2012,SP,4Q,6,H,PED  015  D,PED015,DISCOVERY,P,2013-01-16T00:00:00Z,2012,SP,NA,NA
9552859,2011,FA,2Q,1,H,PED  015  F1,PED015,DISCOVERY - UPPERCLASS,P,2008-08-27T00:00:00Z,2008,FA,NA,NA
9566068,2012,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE MAY,P,2012-08-29T00:00:00Z,2012,FA,First,After
9566222,2010,FA,NA,9,H,PED  016  C,PED016,LAVIDA WILDERNESS EXP:JUN INCOMING,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9575302,2010,SP,4Q,1,H,PED  015  B2,PED015,DISCOVERY EXPEDITION,P,2007-09-01T00:00:00Z,2007,FA,NA,NA
9571029,2010,SP,4Q,6,H,PED  015  B2,PED015,DISCOVERY EXPEDITION,F,2009-08-26T00:00:00Z,2009,FA,NA,NA
9571114,2010,FA,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP:AUG CURRENT,P,2006-09-01T00:00:00Z,2006,FA,Fifth,NA
9568340,2012,SP,4Q,2,H,PED  015  E,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
9573702,2010,FA,1Q,4,H,PED  015  B3,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9577255,2011,FA,2Q,6,H,PED  015  F1,PED015,DISCOVERY - UPPERCLASS,P,2011-01-20T00:00:00Z,2010,SP,NA,NA
9577491,2011,FA,NA,5,H,PED  016  B,PED016,LAVIDA: AUGUST,P,2011-08-24T00:00:00Z,2011,FA,First,Before
9577541,2013,FA,NA,3,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
9577542,2014,FA,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
9577740,2012,SP,4Q,6,H,PED  015  E,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
9573723,2011,FA,1Q,5,H,PED  015  B2,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9574079,2011,FA,2Q,2,H,PED  015  G1,PED015,DISCOVERY - UPPERCLASS,P,2011-01-20T00:00:00Z,2010,SP,NA,NA
9577791,2011,FA,1Q,7,H,PED  015  E1,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9577816,2010,FA,1Q,5,H,PED  015  B2,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9577818,2010,FA,NA,10,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9574847,2011,FA,NA,7,H,PED  016  E,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2011-08-24T00:00:00Z,2011,FA,First,Before
9577820,2010,SP,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9577892,2011,SP,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
9577919,2012,FA,1Q,5,H,PED  015  C,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
9575825,2010,FA,2Q,4,H,PED  015  J1,PED015,DISCOVERY EXPEDITION SO/JR/SR,F,2008-01-01T00:00:00Z,2007,SP,NA,NA
9575825,2011,FA,1Q,4,H,PED  015  E3,PED015,DISCOVERY,P,2008-01-01T00:00:00Z,2007,SP,NA,NA
9576466,2010,SP,4Q,8,H,PED  015  D1,PED015,DISCOVERY EXPEDITION,P,2007-09-01T00:00:00Z,2007,FA,NA,NA
9577623,2011,FA,1Q,5,H,PED  015  D2,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9573746,2013,SP,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
9577934,2010,FA,1Q,5,H,PED  015  B2,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9578994,2010,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9577695,2014,FA,NA,5,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPED: LATE JULY,P,2014-08-27T00:00:00Z,2014,FA,First,Before
9578995,2013,SP,NA,3,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
9577696,2010,FA,2Q,1,D,PED  015  G2,PED015,DISCOVERY EXPEDITION SO/JR/SR,NA,2007-09-01T00:00:00Z,2007,FA,NA,NA
9577696,2010,SP,4Q,6,H,PED  015  B2,PED015,DISCOVERY EXPEDITION,P,2007-09-01T00:00:00Z,2007,FA,NA,NA
9577943,2012,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE MAY,P,2013-01-16T00:00:00Z,2012,SP,First,After
9577967,2012,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE MAY,P,2012-08-29T00:00:00Z,2012,FA,First,After
9578390,2013,SP,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
9577977,2014,FA,1Q,4,H,PED  015  D,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
9577978,2012,FA,1Q,5,H,PED  015  B,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
9577991,2011,FA,1Q,4,H,PED  015  E3,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9579030,2010,FA,1Q,5,H,PED  015  A1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-01-13T00:00:00Z,2009,SP,NA,NA
9578502,2010,FA,1Q,7,H,PED  015  C2,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9578544,2013,FA,1Q,1,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
9578391,2012,FA,2Q,5,H,PED  015  F,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
9579378,2010,SP,4Q,3,H,PED  015  D1,PED015,DISCOVERY EXPEDITION,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9577708,2012,SP,4Q,6,H,PED  015  B,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
9577717,2012,FA,NA,1,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPERIENCE JUNE,P,2012-08-29T00:00:00Z,2012,FA,First,Before
9573918,2010,FA,NA,10,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9577718,2013,FA,1Q,1,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
9573945,2011,FA,NA,6,H,PED  016  E,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2011-08-24T00:00:00Z,2011,FA,First,Before
9582645,2010,FA,2Q,5,D,PED  015  J1,PED015,DISCOVERY EXPEDITION SO/JR/SR,NA,2008-08-27T00:00:00Z,2008,FA,NA,NA
9578394,2010,SP,4Q,9,H,PED  015  B1,PED015,DISCOVERY EXPEDITION,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9577738,2011,SP,4Q,8,H,PED  015  A3,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9581970,2010,FA,NA,13,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9581918,2010,FA,1Q,13,H,PED  015  D1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9581024,2010,FA,1Q,5,H,PED  015  C1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9581024,2011,FA,NA,1,D,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE,NA,2010-08-25T00:00:00Z,2010,FA,Second,NA
9581147,2010,FA,NA,11,H,PED  016  D,PED016,LAVIDA COMPASS JUNE,P,2009-08-26T00:00:00Z,2009,FA,Second,NA
9588144,2010,SP,NA,8,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP JUNE,P,2010-08-25T00:00:00Z,2010,FA,First,After
9585711,2011,FA,2Q,5,D,PED  015  J1,PED015,DISCOVERY - UPPERCLASS,NA,2008-08-27T00:00:00Z,2008,FA,NA,NA
9588285,2012,FA,1Q,5,H,PED  015  E,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
9590433,2010,SP,4Q,7,D,PED  015  E2,PED015,DISCOVERY,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9590899,2011,FA,1Q,5,D,PED  015  B1,PED015,DISCOVERY,NA,2011-08-24T00:00:00Z,2011,FA,NA,NA
9588032,2010,FA,1Q,5,H,PED  015  B3,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9592977,2010,FA,1Q,5,H,PED  015  B1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-01-13T00:00:00Z,2009,SP,NA,NA
9593016,2010,FA,2Q,7,H,PED  015  F2,PED015,DISCOVERY EXPEDITION SO/JR/SR,P,2008-08-27T00:00:00Z,2008,FA,NA,NA
9589671,2011,FA,1Q,6,H,PED  015  E2,PED015,DISCOVERY,P,2011-06-01T00:00:00Z,2011,FA,NA,NA
9588103,2010,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9588116,2010,FA,2Q,1,H,PED  015  F2,PED015,DISCOVERY EXPEDITION SO/JR/SR,P,2007-09-01T00:00:00Z,2007,FA,NA,NA
9594776,2010,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9594780,2010,FA,2Q,13,H,PED  015  J1,PED015,DISCOVERY EXPEDITION SO/JR/SR,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9593866,2010,FA,1Q,6,D,PED  015  B2,PED015,DISCOVERY EXPEDITION FRESHMEN,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9593866,2010,SP,4Q,3,D,PED  015  A2,PED015,DISCOVERY EXPEDITION,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9591795,2010,FA,2Q,1,D,PED  015  F2,PED015,DISCOVERY EXPEDITION SO/JR/SR,NA,2007-09-01T00:00:00Z,2007,FA,NA,NA
9591935,2011,SP,NA,14,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
9595340,2012,FA,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2011-08-24T00:00:00Z,2011,FA,Second,NA
9595405,2010,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9595413,2010,FA,NA,8,H,PED  016  C,PED016,LAVIDA WILDERNESS EXP:JUN INCOMING,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9595414,2010,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9594540,2010,FA,NA,6,H,PED  016  D,PED016,LAVIDA COMPASS JUNE,P,2009-08-26T00:00:00Z,2009,FA,Second,NA
9596640,2010,FA,1Q,7,H,PED  015  C1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9599305,2011,FA,NA,5,H,PED  016  D,PED016,LAVIDA:COMPASS,P,2011-08-24T00:00:00Z,2011,FA,First,Before
9596641,2011,FA,NA,5,H,PED  016  C,PED016,LAVIDA: JUNE,P,2011-08-24T00:00:00Z,2011,FA,First,Before
9599312,2011,SP,NA,7,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE - JULY,P,2011-08-24T00:00:00Z,2011,FA,First,After
9598051,2010,SP,4Q,7,H,PED  015  D1,PED015,DISCOVERY,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9597277,2011,SP,NA,3,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
9599402,2011,FA,1Q,6,H,PED  015  A2,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9597281,2012,FA,1Q,5,D,PED  015  B,PED015,DISCOVERY,NA,2012-08-29T00:00:00Z,2012,FA,NA,NA
9597281,2012,SP,NA,4,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE MAY,P,2012-08-29T00:00:00Z,2012,FA,First,After
9595452,2010,FA,NA,9,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9595455,2010,SP,NA,4,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9595534,2010,SP,4Q,16,D,PED  015  A1,PED015,DISCOVERY,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9595534,2011,FA,1Q,6,H,PED  015  D2,PED015,DISCOVERY,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9595561,2011,FA,2Q,2,D,PED  015  J1,PED015,DISCOVERY - UPPERCLASS,NA,2011-08-24T00:00:00Z,2011,FA,NA,NA
9600687,2010,SP,4Q,6,H,PED  015  C1,PED015,DISCOVERY,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9598718,2010,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2009-08-26T00:00:00Z,2009,FA,Second,NA
9600874,2010,SP,4Q,5,H,PED  015  A1,PED015,DISCOVERY EXPEDITION,P,2008-08-27T00:00:00Z,2008,FA,NA,NA
9600875,2011,FA,2Q,1,H,PED  015  F1,PED015,DISCOVERY - UPPERCLASS,F,2010-08-25T00:00:00Z,2010,FA,NA,NA
9598764,2010,FA,2Q,7,H,PED  015  F1,PED015,DISCOVERY EXPEDITION,P,2008-08-27T00:00:00Z,2008,FA,NA,NA
9599249,2011,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
9582505,2010,FA,1Q,6,H,PED  015  C3,PED015,DISCOVERY EXPEDITION FRESHMEN,F,2009-08-26T00:00:00Z,2009,FA,NA,NA
9582505,2010,SP,4Q,5,H,PED  015  A1,PED015,DISCOVERY EXPEDITION,P,2009-08-26T00:00:00Z,2009,FA,NA,NA
9597531,2010,FA,1Q,5,D,PED  015  A1,PED015,DISCOVERY EXPEDITION FRESHMEN,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9597531,2010,SP,4Q,5,H,PED  015  E2,PED015,DISCOVERY EXPEDITION,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9585286,2010,SP,NA,10,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9601194,2010,FA,NA,9,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9601197,2010,FA,1Q,5,D,PED  015  B1,PED015,DISCOVERY EXPEDITION FRESHMEN,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9602261,2014,FA,1Q,2,H,PED  015  D,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
9602435,2010,FA,NA,4,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP:AUG CURRENT,P,2008-08-27T00:00:00Z,2008,FA,Third,NA
9599303,2012,SP,4Q,5,H,PED  015  A,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
9601796,2010,FA,1Q,5,H,PED  015  E1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9602439,2010,FA,1Q,8,H,PED  015  E2,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-01-13T00:00:00Z,2009,SP,NA,NA
9602024,2010,FA,1Q,5,H,PED  015  C1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9603773,2010,FA,2Q,9,H,PED  015  F2,PED015,DISCOVERY EXPEDITION SO/JR/SR,P,2009-08-26T00:00:00Z,2009,FA,NA,NA
9602606,2011,FA,1Q,9,H,PED  015  C2,PED015,DISCOVERY,P,2008-08-27T00:00:00Z,2008,FA,NA,NA
9603940,2010,FA,1Q,5,H,PED  015  D2,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9599436,2010,FA,NA,9,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9599446,2010,FA,1Q,5,H,PED  015  B1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9604723,2010,SP,4Q,6,H,PED  015  E2,PED015,DISCOVERY,P,2010-01-13T00:00:00Z,2009,SP,NA,NA
9604746,2011,FA,2Q,13,H,PED  015  G2,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9599469,2010,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9599640,2010,FA,1Q,5,H,PED  015  B3,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9604224,2010,FA,1Q,5,D,PED  015  A1,PED015,DISCOVERY EXPEDITION FRESHMEN,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9604318,2010,SP,4Q,4,D,PED  015  E2,PED015,DISCOVERY EXPEDITION,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9604318,2011,FA,1Q,7,H,PED  015  B1,PED015,DISCOVERY,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9604364,2010,FA,2Q,4,D,PED  015  J2,PED015,DISCOVERY EXPEDITION SO/JR/SR,NA,2008-08-27T00:00:00Z,2008,FA,NA,NA
9604364,2010,SP,4Q,8,H,PED  015  E1,PED015,DISCOVERY,P,2008-08-27T00:00:00Z,2008,FA,NA,NA
9599653,2010,SP,NA,8,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9603250,2012,FA,1Q,7,H,PED  015  C,PED015,DISCOVERY,P,2012-01-19T00:00:00Z,2011,SP,NA,NA
9599900,2010,FA,NA,5,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9599984,2010,FA,2Q,1,H,PED  015  J1,PED015,DISCOVERY EXPEDITION SO/JR/SR,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
9600226,2013,FA,NA,7,H,PED  016  E,PED016,LAVIDA WILDERNESS EXPERNCE-COMPASS,P,2013-08-28T00:00:00Z,2013,FA,First,Before
9604425,2010,FA,1Q,7,H,PED  015  C1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-01-13T00:00:00Z,2009,SP,NA,NA
9602662,2010,FA,2Q,1,H,PED  015  J1,PED015,DISCOVERY EXPEDITION SO/JR/SR,P,2009-08-26T00:00:00Z,2009,FA,NA,NA
9604527,2010,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9602737,2010,FA,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP:AUG CURRENT,P,2009-08-26T00:00:00Z,2009,FA,Second,NA
9605442,2010,FA,1Q,7,D,PED  015  A1,PED015,DISCOVERY EXPEDITION FRESHMEN,NA,2009-08-26T00:00:00Z,2009,FA,NA,NA
50001357,2010,FA,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP:AUG CURRENT,P,2009-08-26T00:00:00Z,2009,FA,Second,NA
9607364,2010,FA,NA,7,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9602928,2011,FA,2Q,6,H,PED  015  F2,PED015,DISCOVERY,W,2011-08-24T00:00:00Z,2011,FA,NA,NA
9602928,2011,SP,4Q,6,D,PED  015  E1,PED015,DISCOVERY,NA,2011-08-24T00:00:00Z,2011,FA,NA,NA
9602928,2012,FA,1Q,4,H,PED  015  D,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9605004,2010,FA,1Q,7,H,PED  015  C3,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2008-08-27T00:00:00Z,2008,FA,NA,NA
9607981,2010,FA,1Q,5,D,PED  015  A2,PED015,DISCOVERY EXPEDITION FRESHMEN,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
9605786,2010,FA,NA,6,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9607981,2010,SP,NA,9,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP JUNE,P,2010-08-25T00:00:00Z,2010,FA,First,After
9606202,2010,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
50001453,2010,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
9608368,2010,FA,NA,7,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
9607750,2012,SP,4Q,8,D,PED  015  D,PED015,DISCOVERY,NA,2012-06-01T00:00:00Z,2012,FA,NA,NA
9607841,2010,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2009-08-26T00:00:00Z,2009,FA,Second,NA
40000203,2012,FA,1Q,5,H,PED  015  B,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
40000204,2012,FA,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2012-08-29T00:00:00Z,2012,FA,First,Before
9608465,2010,SP,NA,9,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2008-08-27T00:00:00Z,2008,FA,Third,NA
10091679,2010,FA,1Q,15,H,PED  015  C1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
40000017,2011,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
40000197,2011,SP,NA,9,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
50002002,2011,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
40000365,2013,FA,NA,5,H,PED  016  E,PED016,LAVIDA WILDERNESS EXPERNCE-COMPASS,P,2013-08-28T00:00:00Z,2013,FA,First,Before
40000514,2014,FA,1Q,5,D,PED  015  D,PED015,DISCOVERY,NA,2014-08-27T00:00:00Z,2014,FA,NA,NA
40000514,2014,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2014-08-27T00:00:00Z,2014,FA,First,After
9600474,2011,FA,1Q,5,H,PED  015  E1,PED015,DISCOVERY,P,2011-08-24T00:00:00Z,2011,FA,NA,NA
9606480,2011,SP,4Q,4,H,PED  015  A1,PED015,DISCOVERY,P,2009-08-26T00:00:00Z,2009,FA,NA,NA
50000363,2011,SP,NA,12,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE - JULY,P,2010-08-25T00:00:00Z,2010,FA,Second,NA
9586311,2010,FA,NA,7,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP:AUG INC,P,2010-08-25T00:00:00Z,2010,FA,First,Before
50000588,2010,FA,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP:AUG CURRENT,P,2009-08-26T00:00:00Z,2009,FA,Second,NA
9586565,2010,FA,2Q,1,H,PED  015  J1,PED015,DISCOVERY EXPEDITION SO/JR/SR,W,2009-08-26T00:00:00Z,2009,FA,NA,NA
9586565,2010,SP,NA,7,H,PED  016  B,PED016,LAVIDA WILDERNESS EXP JUNE,P,2009-08-26T00:00:00Z,2009,FA,Second,NA
50000697,2010,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
50000896,2010,SP,NA,3,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP MAY,P,2010-08-25T00:00:00Z,2010,FA,First,After
50002072,2010,FA,1Q,7,D,PED  015  D1,PED015,DISCOVERY EXPEDITION FRESHMEN,NA,2010-08-25T00:00:00Z,2010,FA,NA,NA
50002072,2010,SP,4Q,11,H,PED  015  B1,PED015,DISCOVERY EXPEDITION,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
50002220,2010,FA,2Q,3,H,PED  015  J1,PED015,DISCOVERY EXPEDITION SO/JR/SR,P,2008-08-27T00:00:00Z,2008,FA,NA,NA
50002662,2010,FA,1Q,5,H,PED  015  D1,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
50002789,2010,FA,1Q,2,H,PED  015  B3,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
50002926,2010,FA,1Q,6,H,PED  015  B2,PED015,DISCOVERY EXPEDITION FRESHMEN,P,2010-08-25T00:00:00Z,2010,FA,NA,NA
50008512,2013,FA,1Q,5,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50008513,2013,FA,NA,9,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50004772,2011,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
